Property Name,Address,Phone,Phone 2,Phone 3,HotelRating,state,cityName,timezone
Hampton Inn West Palm Beach Central Airport,1601 Worthington Road West Palm Beach 33409Florida ,561-472-7333,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Hampton Inn & Suites Wellington,2155 Wellington Green Drive WellingtonFL 33414 ,561-472-9696,,,TwoStar,florida,"Wellington,   Florida",Eastern
Holiday Inn Express Boca Raton West,8144 Glades Rd 8144 Boca RatonFlorida 33434 ,561-482-7070,,,TwoStar,florida,"Boca Raton,   Florida",Eastern
Hilton Suites Boca Raton,7920 Glades Road 33434 Boca RatonFlorida ,561-483-3600,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
Holiday House Motel,320 North Federal Highway Lake WorthFlorida 33460 ,561-507-5255,,,TwoStar,florida,"Lake Worth,   Florida",Eastern
Southwind by Singer Island Vacation Rentals,150 Inlet Way  ,561-531-3521,,,ThreeStar,florida,"Palm Beach,   Florida",Eastern
Eau Palm Beach Resort & Spa,100 S Ocean Blvd ManalapanFlorida 33462 ,561-533-6000,,,FiveStar,florida,"Palm Beach,   Florida",Eastern
Mango Inn Bed and Breakfast,128 North Lakeside Drive Lake WorthFlorida 33460 ,561-533-6900,,,ThreeStar,florida,"Lake Worth,   Florida",Eastern
Tideline Ocean Resort and Spa,2842 South Ocean Boulevard Palm BeachFlorida 33480 ,561-540-6700,,,FourStar,florida,"Palm Beach,   Florida",Eastern
Pied a Plage,601 North Ocean Boulevard Pompano BeachFlorida 33062 ,561-541-0308,,,TwoStar,florida,"Fort Lauderdale,   Florida",Eastern
Sea Spray Inn & Beach Resort,123 Ocean Avenue West Palm BeachFL 33404 ,561-557-8050,,,ThreeStar,florida,"Palm Beach,   Florida",Eastern
Best Western Intracoastal Inn,810 S Us Highway 1 Jupiter JupiterFlorida 33477-5924 ,561-575-2936,,,TwoStar,florida,"Jupiter,   Florida",Eastern
La Quinta Inn Jupiter,34 Fishermans Wharf JupiterFlorida  33477 ,561-575-7201,,,TwoStar,florida,"Jupiter,   Florida",Eastern
Sabal Palm House Bed and Breakfast,109 North Golfview Road Lake WorthFlorida 33460 ,561-582-1090,,,ThreeStar,florida,"Lake Worth,   Florida",Eastern
Fairfield Inn and Suites by Marriott Palm Beach,2870 South Ocean Boulevard Palm BeachFL 33480 ,561-582-2581,,,TwoStar,florida,"Palm Beach,   Florida",Eastern
Four Seasons Resort Palm Beach,South Ocean Blvd. 2800 Palm BeachFlorida 33480 ,561-582-2800,,,FiveStar,florida,"Palm Beach,   Florida",Eastern
Comfort Inn & Suites Lantana West Palm Beach South,1221 Hypoluxo Road LantanaFlorida 33462 ,561-582-7878,,,TwoStar,florida,"Lantana,   Florida",Eastern
Holiday Inn Express & Suites Lantana,1251 Hypoluxo Road Lantana 33462 LantanaFlorida 33462 ,561-582-9304,,,TwoStar,florida,"Lantana,   Florida",Eastern
Super 8 By Wyndham Lantana West Palm Beach,1255 Hypoluxo Road I-95 to Hypoluxo LantanaFlorida 33462 ,561-585-3970,,,TwoStar,florida,"Lantana,   Florida",Eastern
Lago Mar Motel And Apartments,317 North Federal Highway Lake WorthFlorida 33460 ,561-585-4243,,,ThreeStar,florida,"Lake Worth,   Florida",Eastern
Lago Motor Inn,714 South Dixie Highway Lake WorthFlorida 33460 ,561-585-5246,,,OneStar,florida,"Lake Worth,   Florida",Eastern
Motel 6 Lantana,1310 West Road LantanaFlorida 33462 ,561-585-5833,,,TwoStar,florida,"Lantana,   Florida",Eastern
Economy Inn West Palm Beach,South Dixie Highway 6915 West Palm Beach 33405Florida ,561-585-7501,,,OneStar,florida,"West Palm Beach,   Florida",Eastern
Scandia Lodge & Suites,625 South Federal Highway Lake WorthFL 33460 ,561-586-3155,,,ThreeStar,florida,"Lake Worth,   Florida",Eastern
Capri Apartments,911 North Federal Highway  ,561-586-5829,,,All,florida,"Lake Worth,   Florida",Eastern
Palm Beach Waterfront Suites,3031 South Ocean Boulevard Palm BeachFlorida 33480 ,561-586-8898,,,ThreeStar,florida,"Lake Worth,   Florida",Eastern
Americas Best Value Inn-Lantana/Palm Beach,7051 North Seacrest Boulevard Lake WorthFlorida 33462 ,561-588-0456,,,TwoStar,florida,"Lantana,   Florida",Eastern
New Sungate Motel,901 S Federal Hwy Palm BeachLake WorthFL 33460 ,561-588-8110,,,TwoStar,florida,"Lake Worth,   Florida",Eastern
Palm Beach Singer Island Resort & Spa Luxury Suites,3800 North Ocean Drive  ,561-619-8727,,,FourStar,florida,"Singer Island,   Florida",Eastern
Embassy Suites Palm Beach Gardens PGA Boulevard,4350 PGA Boulevard Palm Beach GardensFL 33410 ,561-622-1000,,,ThreeStar,florida,"Palm Beach Gardens,   Florida",Eastern
DoubleTree Hilton Hotel Exec Meeting Center Palm Beach Gardens,4431 PGA Boulevard Palm Beach GardensFlorida 33410 ,561-622-2260,,,FourStar,florida,"Palm Beach Gardens,   Florida",Eastern
Holiday Inn Express North Palm Beach Oceanview,13950 US Highway 1 Juno BeachFlorida 33408 ,561-622-4366,,,TwoStar,florida,"Juno Beach,   Florida",Eastern
Homewood Suites by Hilton Palm Beach Gardens,4700 Donald Ross Road Donald Ross VillagePalm Beach GardensFL 33418 ,561-622-7799,,,ThreeStar,florida,"Palm Beach Gardens,   Florida",Eastern
Palm Beach Gardens Marriott,4000 Rca Blvd Palm Beach GardensFlorida 33410 ,561-622-8888,,,FourStar,florida,"Palm Beach Gardens,   Florida",Eastern
Hampton Inn Palm Beach Gardens,4001 Rca Boulevard Palm Beach GardensFlorida 33410 ,561-625-8880,,,TwoStar,florida,"Palm Beach Gardens,   Florida",Eastern
Inn of America Palm Beach Gardens,4123 Northlake Boulevard 4123 Northlake BoulevardPalm Beach GardensFlorida 33410 ,561-626-4918,,,TwoStar,florida,"Palm Beach Gardens,   Florida",Eastern
Camelot Waterfront Inn,1000 US Highway 1 North Palm BeachFlorida 33408 ,561-626-7200,,,ThreeStar,florida,"Palm Beach,   Florida",Eastern
Hampton Inn Jupiter Juno Beach,13801 U.S. Highway 1 Juno BeachFlorida 33408 ,561-626-9090,,,TwoStar,florida,"Juno Beach,   Florida",Eastern
PGA National Resort & SPA,400 Avenue of the Champions Palm Beach GardensFlorida 33418 ,561-627-2000,,,FiveStar,florida,"Palm Beach Gardens,   Florida",Eastern
The Pershing Suites,"North Dixie Highway 2320, 2320 WEST PALM BEACH ",561-629-0820,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Studio 6 West Palm Beach,1535 Centrepark Dr North West Palm BeachFL 33401 ,561-640-3335,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Courtyard West Palm Beach,600 Northpoint Parkway West Palm BeachFlorida 33407 ,561-640-9000,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Residence Inn West Palm Beach Downtown cityplace Area,"455	Hibiscus Street West Palm BeachFlorida 33401 ",561-653-8100,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Canopy by Hilton West Palm Beach Downtown,380 Trinity Pl Florida ,561-655-0404,,,FourStar,florida,"West Palm Beach,   Florida",Eastern
Hyatt Place West Palm Beach Downtown,295 Lakeview Avenue West Palm BeachFlorida 33401 ,561-655-1454,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
The Colony Hotel,155 Hammon Avenue Palm BeachFlorida 33480 ,561-655-5430,,,FourStar,florida,"Palm Beach,   Florida",Eastern
The Breakers Palm Beach,One South County Road Palm BeachFlorida 33480 ,561-655-6611,,,FiveStar,florida,"Palm Beach,   Florida",Eastern
The Brazilian Court Hotel,301 Australian Avenue Palm BeachFL 33480 ,561-655-7740,,,FourStar,florida,"Palm Beach,   Florida",Eastern
Casa Grandview,1410 Georgia Avenue West Palm Beach 33401Florida ,561-655-8932,,,All,florida,"West Palm Beach,   Florida",Eastern
Holiday Inn Palm Beach Airport Conference Center,1301 Belvedere Road West Palm BeachFlorida 33405 ,561-659-3880,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
The Chesterfield,363 Cocoanut Row 363 33480 Palm Beach Palm BeachFlorida 33480 ,561-659-5800,,,FourStar,florida,"Palm Beach,   Florida",Eastern
The Seagate Hotel & Spa,1000 E Atlantic Ave Delray Beach 33483Florida ,561-665-4800,,,FourStar,florida,"Delray Beach,   Florida",Eastern
Hyatt Place Boca Raton,100 E Palmetto Park Road 33432 Boca RatonFlorida ,561-672-7819,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
Annabelle Bed & Breakfast,4 Grove Street SandwichMassachusetts 02563 ,561-676-1834,,,ThreeStar,massachusetts,"Sandwich,   Massachusetts",Eastern
Homewood Suites by Hilton West Palm Beach,2455 Metrocentre Boulevard West Palm BeachFlorida 33407 ,561-682-9188,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Hampton Inn West Palm Beach FL Turnpike,2025 Vista Parkway West Palm BeachFlorida 33411-2719 ,561-682-9990,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Hilton Garden Inn West Palm Beach I95 Outlets,1675 Palm Beach Lakes Blvd West Palm Beach ,561-683-0069,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Extended Stay America West Palm Beach Northpoint Corp Park,700 Northpoint Parkway West Palm BeachFlorida 33407 ,561-683-5332,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Best Western Palm Beach Lakes,1800 Palm Beach Lakes Boulevard West Palm BeachFlorida 33401-2023 ,561-683-8810,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Hilton Palm Beach Airport,150 Australian Avenue West Palm BeachFlorida 33406-1473 ,561-684-9400,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Residence Inn West Palm Beach,2461 Metrocentre Boulevard East West Palm BeachFL 33407 ,561-687-4747,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Ramada by Wyndham West Palm Beach Airport,1901 Palm Beach Lakes Boulevard West Palm BeachFL 33409 ,561-689-6100,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Embassy Suites by Hilton West Palm Beach Central,1601 Belvedere Road West Palm BeachFlorida 33406 ,561-689-6400,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Springhill Suites West Palm Beach I 95,2437 Metrocentre Boulevard West Palm BeachFlorida 33407 ,561-689-6814,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Doubletree by Hilton West Palm Beach Airport,1808 South Australian Avenue West Palm Beach 33409Florida ,561-689-6888,,,FourStar,florida,"West Palm Beach,   Florida",Eastern
La Quinta Inn & Suites West Palm Beach Airport,1910 Palm Beach Lakes Boulevard West Palm BeachFlorida 33409 ,561-689-8540,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Hilton Garden Inn Palm Beach Gardens,3505 Kyoto Gardens Drive Palm Beach GardensFL 33410 ,561-694-5833,,,ThreeStar,florida,"Palm Beach Gardens,   Florida",Eastern
La Quinta Inn West Palm Beach Florida Turnpike,5981 Okeechobee Boulevard City PlaceWest Palm BeachFlorida 33417 ,561-697-3388,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Red Roof Plus West Palm Beach,"2421 Metrocentre Boulevard East 2421 I-95 at 45th Street, Exit #74 West Palm BeachFlorida 33407 ",561-697-7710,,,TwoStar,florida,"West Palm Beach,   Florida",Eastern
Sun Dek Beach House,6666 N Ocean Blvd Boynton BeachFlorida 33435 ,561-732-2544,,,ThreeStar,florida,"Boynton Beach,   Florida",Eastern
The Inn at Boynton Beach,480 West Boynton Beach Boulevard BoyntonFlorida 33435 ,561-734-9100,,,TwoStar,florida,"Boynton Beach,   Florida",Eastern
Holiday Inn Express & Suites Boynton Beach East,2001 West Ocean Drive Boynton BeachFlorida 33426 ,561-736-2634,,,TwoStar,florida,"Boynton Beach,   Florida",Eastern
Courtyard by Marriott Boynton Beach,1601 N Congress Avenue Boynton BeachFlorida 33426 ,561-737-4600,,,ThreeStar,florida,"Boynton Beach,   Florida",Eastern
Comfort Inn & Suites,6752 West Indiantown Road JupiterFL 33458 ,561-745-7997,,,TwoStar,florida,"Jupiter,   Florida",Eastern
Tequesta Palms Inn,220 US Highway One TequestaFlorida 33469 ,561-746-0616,,,TwoStar,florida,"Jupiter,   Florida",Eastern
Jupiter Beach Resort & Spa,5 North A1A JupiterFlorida 33477-5190 ,561-746-2511,,,FourStar,florida,"Jupiter,   Florida",Eastern
Jupiter Waterfront Inn,18903 Se Federal Hwy TequestaFL 33469 ,561-747-9085,,,TwoStar,florida,"Jupiter,   Florida",Eastern
Fairfield Inn & Suites West Palm Beach Jupiter,6748 W. Indiantown Road JupiterFlorida 33458 ,561-748-5252,,,TwoStar,florida,"Jupiter,   Florida",Eastern
Boca Raton Plaza Hotel & Suites,2901 N Federal Hwy Boca RatonFlorida 33431 ,561-750-9944,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
Atlantic Hideaway,297 Northeast 6th Avenue Delray BeachFlorida 33483 ,561-766-0300,,,ThreeStar,florida,"Delray Beach,   Florida",Eastern
Courtyard Palm Beach Jupiter,4800 Main St JupiterFlorida 33548 ,561-776-2700,,,ThreeStar,florida,"Jupiter,   Florida",Eastern
Sky Islands Hotel,4117 N Ocean Blvd Ft. LauderdaleFlorida 33308 ,561-789-2555,,,TwoStar,florida,"Fort Lauderdale,   Florida",Eastern
WoodSpring Suites Lake Worth,2171 10th Avenue North Lake WorthFlorida 33461 ,561-790-8030,,,TwoStar,florida,"Lake Worth,   Florida",Eastern
Palm Beach Historic Inn,365 South County Road Palm BeachFL 33480 ,561-832-4009,,,ThreeStar,florida,"Palm Beach,   Florida",Eastern
The Bradley Park Hotel,280 Sunset Avenue Palm BeachFlorida 33480 ,561-832-7050,,,FourStar,florida,"Palm Beach,   Florida",Eastern
West Palm Beach Marriott,1001 Okeechobee Blvd West Palm BeachFlorida 33401 ,561-833-1234,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Parkview Motor Lodge,4710 South Dixie Highway West Palm BeachFL 33405 ,561-833-4644,,,OneStar,florida,"West Palm Beach,   Florida",Eastern
Palm Beach Hibiscus Downtown,213 South Rosemary Avenue West Palm BeachFlorida 33401 ,561-833-8171,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Grandview Gardens Bed and Breakfast,1608 Lake Avenue West Palm BeachFlorida 33401 ,561-833-9023,,,FourStar,florida,"West Palm Beach,   Florida",Eastern
Travelodge Riviera Beach West Palm,"3651 W Blue Heron Blvd I 95 & Blue Heron Blvd I-95 & Blue Heron Blvd, Riviera Beach 33404 Riviera Beach ",561-844-2601,,,TwoStar,florida,"Riviera Beach,   Florida",Eastern
Best Western Plus Palm Beach Gardens Hotel & Suites and Conference Ct,11360 US Highway 1 Palm Beach Gardens Palm Beach GardensFlorida 33408-3224 ,561-844-8448,,,TwoStar,florida,"Palm Beach Gardens,   Florida",Eastern
Super 8 Riviera Beach,4112 West Blue Heron Boulevard Riviera BeachFlorida 33404-4855 ,561-848-1188,,,TwoStar,florida,"Riviera Beach,   Florida",Eastern
Hilton Singer Island Oceanfront Resort,3700 N Ocean Drive Singer IslandFlorida 33404 ,561-848-3888,,,FourStar,florida,"Singer Island,   Florida",Eastern
HALLANDALE MASTER SUITE,130 Golden Isles Dr  ,561-860-7000,,,ThreeStar,florida,"Fort Lauderdale,   Florida",Eastern
Palm Beach Shores Resort and Vacation Villas,181 Ocean Avenue Palm Beach ShoresFlorida 33404 ,561-863-4000,,,FourStar,florida,"Palm Beach,   Florida",Eastern
Hibiscus House Bed & Breakfast,501 30th Street West Palm BeachFlorida 33407 ,561-863-5633,,,ThreeStar,florida,"West Palm Beach,   Florida",Eastern
Marriott's Ocean Pointe,71 South Ocean Avenue West Palm BeachFlorida 33404 ,561-882-3000,,,FourStar,florida,"West Palm Beach,   Florida",Eastern
Super 8 by Wyndham North Palm Beach,757 Us Highway 1 North Palm BeachFlorda 33408 ,561-899-6490,,,TwoStar,florida,"Palm Beach,   Florida",Eastern
Hampton Inn Boca Raton,1455 Yamato Road Boca RatonFlorida 33431 ,561-988-0200,,,TwoStar,florida,"Boca Raton,   Florida",Eastern
Hilton Garden Inn Boca Raton,8201 Congress Avenue Boca RatonFlorida 33487 ,561-988-6110,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
SpringHill Suites Boca Raton,5130 Nw 8Th Avenue Boca RatonFlorida 33487 ,561-994-2107,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
Extended Stay America Boca Raton Commerce,501 Nw 77Th St Boca RatonFlorida 33487 ,561-994-2599,,,TwoStar,florida,"Boca Raton,   Florida",Eastern
Residence Inn Boca Raton,525 Northwest 77Th Street Boca RatonFlorida 33487 ,561-994-3222,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
TownePlace Suites Boca Raton,5110 Northwest 8th Avenue Boca RatonFlorida 33487 ,561-994-7232,,,TwoStar,florida,"Boca Raton,   Florida",Eastern
Embassy Suites Boca Raton,661 Nw 53Rd St Boca RatonFlorida 33487 ,561-994-8200,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
Holiday Inn Boca Raton North,701 NW 53rd St Boca RatonFlorida 33487-8216 ,561-997-9500,,,ThreeStar,florida,"Boca Raton,   Florida",Eastern
Travelodge Port Clinton Oh,1811 East Perry Street 1811 43452 Port Clinton Port ClintonOhio 43452 ,563-382-2269,,,TwoStar,ohio,"Port Clinton,   Ohio",Eastern
Hilton Garden Inn Findlay,1050 Interstate Drive West FindlayOhio 45840 ,567-250-2525,,,ThreeStar,ohio,"Findlay,   Ohio",Eastern
Holiday Inn Express & Suites Findlay North,1920 Express Way Findlay FindlayOhio 45840 ,567-271-0330,,,TwoStar,ohio,"Findlay,   Ohio",Eastern
Holiday Inn & Suites Toledo Southwest - Perrysburg,27355 Carronade Drive Perrysburg ,567-331-8900,,,ThreeStar,ohio,"Perrysburg,   Ohio",Eastern
Holiday Inn Express & Suites Wapakoneta,1510 Saturn Drive Wapakoneta 45895Ohio ,567-356-4151,,,TwoStar,ohio,"Lima,   Ohio",Eastern
Holiday Inn Express & Suites - Milan - Sandusky Area,"11313 Milan Road, Milan, 44846, United States  ",567-401-3501,,,TwoStar,ohio,"Milan,   Ohio",Eastern
Microtel Inn & Suites by Wyndham Delphos,480 Moxie Lane DelphosOhio 45833 ,567-765-1500,,,TwoStar,ohio,"Delphos,   Ohio",Eastern
Springhill Suites By Marriott Scranton Wilkes Barre,19 Radcliffe Drive MoosicPennsylvania 18507 ,570-207-1212,,,ThreeStar,pennsylvania,"Moosic,   Pennsylvania",Eastern
TownePlace Suites by Marriott Scranton Wilkes Barre,26 Radcliffe Drive MoosicPennsylvania 18507 ,570-207-8500,,,TwoStar,pennsylvania,"Moosic,   Pennsylvania",Eastern
Fairfield Inn & Suites Wilkes Barre Scranton,884 Kidder Street Wilkes-Barre 18702Pennsylvania ,570-208-4455,,,TwoStar,pennsylvania,"Scranton,   Pennsylvania",Eastern
Lefferts Gardens Residence Bed and Breakfast,44 Rutland Road Brooklyn11225 New York ,570-216-1953,,,TwoStar,new york,"Brooklyn,   New York",Eastern
Kalahari Resorts & Conventions,250 Kalahari Boulevard Pocono ManorPennsylvania 18349 ,570-216-5489,,,ThreeStar,pennsylvania,"Mount Pocono,   Pennsylvania",Eastern
Fern Hall Inn,2819 State Route 247 CliffordCarbondalePennsylvania 18413 ,570-222-3676,,,TwoStar,pennsylvania,"Scranton,   Pennsylvania",Eastern
Echo Valley Cottages,1 Lower Lakeveiw Dr East StroudsburgPennsylvania 18302 ,570-223-0662,,,ThreeStar,pennsylvania,"East Stroudsburg,   Pennsylvania",Eastern
Rainbow Mountain Resort,210 Mount Nebo Road East StroudsburgPennsylvania 18301 ,570-223-8484,,,ThreeStar,pennsylvania,"East Stroudsburg,   Pennsylvania",Eastern
Ledges Hotel,119 Falls Avenue HawleyPennsylvania 18428 ,570-226-1337,,,ThreeStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
Paradise Stream Resort,Route 940 Mount Pocono Mount PoconoPennsylvania 18344 ,570-226-2101,,,ThreeStar,pennsylvania,"Mount Pocono,   Pennsylvania",Eastern
The Hotel Belvidere,330 Main Avenue HawleyPennsylvania 18428 ,570-226-2600,,,ThreeStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
Settlers Inn,4 Main Avenue HawleyPA 18428 ,570-226-2993,,,FourStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
Silver Birches Resort,205 Route 507 HawleyPennsylvania 18428 ,570-226-4388,,,ThreeStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
Cove Haven Resort,194 Lakeview Drive LakevillePennsylvania 18438 ,570-226-4506,,,ThreeStar,pennsylvania,"Lakeville,   Pennsylvania",Eastern
Lukans Farm Resort,539 Long Ridge Road HawleyPennsylvania 18428 ,570-226-4574,,,ThreeStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
Greshams Lake View Motel,2499 U.S. 6 HawleyPennsylvania 18428 ,570-226-4621,,,TwoStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
Tanglwood Resort a VRI resort,9 Crest Drive Usa HawleyPennsylvania 18428 ,570-226-6161,,,ThreeStar,pennsylvania,"Hawley,   Pennsylvania",Eastern
